,formula,defectid,site,valence_ratio_Crsyal,Eb_sum,Eb_sum_bva,Vr_max,Eg,Ev
223,Al4Ca1O7,0107702,1,0.8876203289788002,7.1684267109216115,6.36284127540866,-2.8945619964631555,4.0231,6.2426
227,Al4Ca1O7,0107702,2,0.9327511944723973,7.1684267109216115,6.686358577099972,-2.8945619964631555,4.0231,6.3909
231,Al4Ca1O7,0107702,3,1.0007514762983338,7.1684267109216115,7.1738136136912125,-2.8945619964631555,4.0231,6.2107
235,Al4Ca1O7,0107702,4,1.0349029330964064,7.1684267109216115,7.4186258288194,-2.8945619964631555,4.0231,6.7006
239,Al2Ca2O5,0107847,1,0.8226262812672677,8.336578601367469,6.857888653335201,-2.8945619964631555,3.5745,6.0239
242,Al2Ca2O5,0107847,2,1.02867877389503,8.336578601367469,8.575661454134233,-2.8945619964631555,3.5745,6.5147
245,Al2Ca2O5,0107847,3,0.9295686352450303,8.336578601367469,7.749421993086083,-2.8945619964631555,3.5745,6.6988
248,Al6Ca5O14,0107855,1,1.058122559179428,8.115907265525799,8.587624565861073,-2.8945619964631555,4.2323,6.6404
257,Al6Ca5O14,0107855,2,0.9338975931140594,8.115907265525799,7.579426261211451,-2.8945619964631555,4.2323,6.1511
266,Al6Ca5O14,0107855,3,0.7127702915030154,8.115907265525799,5.784777587460264,-2.8945619964631555,4.2323,6.3502
275,Al6Ca5O14,0107855,4,1.041967048969518,8.115907265525799,8.456507943170188,-2.8945619964631555,4.2323,6.5272
284,Al6Ca5O14,0107855,5,1.0389469664247744,8.115907265525799,8.431997233302813,-2.8945619964631555,4.2323,6.5428
293,Al6Ca5O14,0107855,6,0.8010035880620919,8.115907265525799,6.500870840065366,-2.8945619964631555,4.2323,6.2626
302,Al6Ca5O14,0107855,7,0.7143072362056616,8.115907265525799,5.797251288139183,-2.8945619964631555,4.2323,6.1399
311,Al6Ca5O14,0107855,8,0.8601078468038571,8.115907265525799,6.980555523011175,-2.8945619964631555,4.2323,6.1143
320,Al6Ca5O14,0107855,9,0.9408451605215229,8.115907265525799,7.6358120740114135,-2.8945619964631555,4.2323,6.3765
329,Al2Ba1O4,0108143,1,0.8033978413947505,6.82976292179987,5.487016788611919,-2.8403280769497066,4.1114,6.1846
335,Al2Ba1O4,0108143,2,0.7763601642894209,6.82976292179987,5.3023558640263415,-2.8403280769497066,4.1114,6.1484
341,Al2Ba1O4,0108143,3,0.7718704550359963,6.82976292179987,5.271692214237641,-2.8403280769497066,4.1114,6.1849
347,Al2Ba1O4,0108143,4,0.8080212922338417,6.82976292179987,5.5185938617235095,-2.8403280769497066,4.1114,6.1409
353,Al2Ba1O4,0108143,5,0.8004841686039105,6.82976292179987,5.467117094218783,-2.8403280769497066,4.1114,6.0963
359,Al2Ba1O4,0108143,6,0.7695036304681059,6.82976292179987,5.255527363561457,-2.8403280769497066,4.1114,6.1325
365,Ba3O9Y4,0108190,1,0.7672731194436933,10.000739023907807,7.673298227616018,-2.8403280769497066,3.2395,6.3296
368,Ba3O9Y4,0108190,2,0.6401809875803274,10.000739023907807,6.402282984858418,-2.8403280769497066,3.2395,6.129
371,Ba3O9Y4,0108190,3,0.615979959145188,10.000739023907807,6.160254815368418,-2.8403280769497066,3.2395,6.1053
374,Al2O5Ti1,0108321,1,0.8762186949568158,11.503223937384078,10.079339866210681,-1.9122077365342869,3.0905,5.8592
377,Al2O5Ti1,0108321,2,0.9917528351636307,11.503223937384078,11.408354953422801,-1.9122077365342869,3.0905,6.3778
380,Al2O5Ti1,0108321,3,0.906182459738361,11.503223937384078,10.424019762499896,-1.9122077365342869,3.0905,6.4249
383,Al4O7Sr1,0108427,1,0.9162357629399185,6.4157418552012615,5.878332133525896,-2.8945619964631555,3.7524,6.1601
387,Al4O7Sr1,0108427,2,0.7924639611490847,6.4157418552012615,5.08424420428277,-2.8945619964631555,3.7524,6.3726
391,Al4O7Sr1,0108427,3,0.987693623239321,6.4157418552012615,6.336787318731897,-2.8945619964631555,3.7524,6.1625
395,Al4O7Sr1,0108427,4,1.0204380935827906,6.4157418552012615,6.546867387640891,-2.8945619964631555,3.7524,6.7311
399,Al5O12Y3,0108446,1,0.8732481526367353,9.140841807895512,7.982223222289391,-2.8945619964631555,4.8435,6.6039
400,Al1O3Y1,0108689,1,0.5002422237923497,10.07726685298937,5.041074380288336,-2.8945619964631555,3.3479,3.5762
402,Al1O3Y1,0108689,2,0.949392196482151,10.07726685298937,9.567278512096351,-2.8945619964631555,3.3479,5.1251
404,Ba1O9Ti4,0108699,1,0.853185413826994,11.985623350093128,10.225959017923687,-1.9122077365342869,2.8598,5.435
409,Ba1O9Ti4,0108699,2,0.8259216713264868,11.985623350093128,9.89918606919868,-1.9122077365342869,2.8598,5.2112
414,Ba1O9Ti4,0108699,4,0.8080778928356076,11.985623350093128,9.685317261064512,-1.9122077365342869,2.8598,5.3589
419,Ba1O9Ti4,0108699,5,0.8059588636117825,11.985623350093128,9.659919374919903,-1.9122077365342869,2.8598,6.0716
424,Ba1O4Y2,0108927,1,0.6255722305544749,11.256670781623875,7.041860649477831,-2.8403280769497066,3.4285,6.5688
428,Ba1O4Y2,0108927,2,0.6993823026560453,11.256670781623875,7.872716331493129,-2.8403280769497066,3.4285,6.5873
432,Ba1O4Y2,0108927,3,0.7026061532449164,11.256670781623875,7.909006156221196,-2.8403280769497066,3.4285,6.6636
436,Ba1O4Y2,0108927,4,0.7329248053025472,11.256670781623875,8.25029324097655,-2.8403280769497066,3.4285,6.6262
440,Al2O4Sr1,0108933,1,0.8973896106341682,7.179666577485657,6.442958194453004,-2.8945619964631555,4.1372,6.2968
448,Al2O4Sr1,0108933,2,0.9594560601294069,7.179666577485657,6.88857460747717,-2.8945619964631555,4.1372,6.2432
456,Al2O4Sr1,0108933,3,0.934252682245773,7.179666577485657,6.707622757646303,-2.8945619964631555,4.1372,6.2372
464,Al2O4Sr1,0108933,4,0.9856853509361053,7.179666577485657,7.076892170033175,-2.8945619964631555,4.1372,6.3469
472,Al2O4Sr1,0108933,5,0.917566549397266,7.179666577485657,6.587821887326393,-2.8945619964631555,4.1372,6.263
480,Al2O4Sr1,0108933,6,0.8939671235039585,7.179666577485657,6.418385877992363,-2.8945619964631555,4.1372,6.3343
488,Al2O4Sr1,0108933,7,0.934825085549121,7.179666577485657,6.711732422512194,-2.8945619964631555,4.1372,6.2482
496,Al2O4Sr1,0108933,8,0.9207382266369277,7.179666577485657,6.6105934723985635,-2.8945619964631555,4.1372,6.2083
504,Al2O9Y4,0109092,1,0.8035392768233998,7.361605026634201,5.91533877936115,-2.8945619964631555,4.122,6.1713
506,Al2O9Y4,0109092,1,0.8035392768233998,7.361605026634201,5.91533877936115,-3.290655589970924,4.122,6.1713
513,Al2O9Y4,0109092,2,0.7301702196323399,7.361605026634201,5.375224759144031,-2.8945619964631555,4.122,6.1876
515,Al2O9Y4,0109092,2,0.7301702196323399,7.361605026634201,5.375224759144031,-3.290655589970924,4.122,6.1876
522,Al2O9Y4,0109092,3,0.6621682435596029,7.361605026634201,4.8746210702659125,-2.8945619964631555,4.122,6.7059
524,Al2O9Y4,0109092,3,0.6621682435596029,7.361605026634201,4.8746210702659125,-3.290655589970924,4.122,6.7059
531,Al2O9Y4,0109092,4,0.7511320922495446,7.361605026634201,5.529537785970511,-2.8945619964631555,4.122,6.7954
533,Al2O9Y4,0109092,4,0.7511320922495446,7.361605026634201,5.529537785970511,-3.290655589970924,4.122,6.7954
540,Al2O9Y4,0109092,5,0.8330038933131889,7.361605026634201,6.1322456482202305,-2.8945619964631555,4.122,6.3322
542,Al2O9Y4,0109092,5,0.8330038933131889,7.361605026634201,6.1322456482202305,-3.290655589970924,4.122,6.3322
549,Al2O9Y4,0109092,6,0.8174620331938471,7.361605026634201,6.017832612642438,-2.8945619964631555,4.122,6.1492
551,Al2O9Y4,0109092,6,0.8174620331938471,7.361605026634201,6.017832612642438,-3.290655589970924,4.122,6.1492
558,Al2O9Y4,0109092,7,0.85582581945961,7.361605026634201,6.300251654457199,-2.8945619964631555,4.122,6.1696
560,Al2O9Y4,0109092,7,0.85582581945961,7.361605026634201,6.300251654457199,-3.290655589970924,4.122,6.1696
