formula,defectid,site,Eb_sum,Eb_sum_bva,Eb_sum_bva_nn,Vr_max,Eg,Ev,Ehull
['Nb2O5' 'Nb2O5' 'Nb2O5'],['0290125' '0290125' '0290125'],[1 2 3],"[9.565386011432926, 14.348079017149388, 9.565386011432926]","[8.511938389345993, 12.767907584018987, 8.511938389345993]","[8.511938389345996, 12.767907584018994, 8.511938389345996]","[-1.6041816447738562, -1.6041816447738562, -1.6041816447738562]",[2.0917 2.0917 2.0917],[5.8598 5.3219 4.3313],[0. 0. 0.]
