,formula,defectid,site,valence_ratio_Crsyal,Eb_sum,Eb_sum_bva,Vr_max,Eg,Ev
79,Ba3O9Y4,0108190,1,0.7672731194436933,11.137650333587297,8.545619714724616,-2.8403280769497066,3.2395,6.3296
80,Ba3O9Y4,0108190,1,0.7672731194436933,10.767759410606288,8.261812352395069,-2.8403280769497066,3.2395,6.129
81,Ba3O9Y4,0108190,1,0.7672731194436933,10.767759410606288,8.261812352395069,-2.8403280769497066,3.2395,6.1053
82,Al2O5Ti1,0108321,1,0.8762186949568158,11.93585791389994,10.458421844507388,-1.9122077365342869,3.0905,5.8592
83,Al2O5Ti1,0108321,1,0.8762186949568158,8.630212834145318,7.561953826734374,-1.9122077365342869,3.0905,6.3778
84,Al2O5Ti1,0108321,1,0.8762186949568158,11.292496711340668,9.894696731215054,-1.9122077365342869,3.0905,6.4249
85,Al4O7Sr1,0108427,1,0.9162357629399185,7.06717568576224,6.4751991062748075,-2.8945619964631555,3.7524,6.1601
86,Al4O7Sr1,0108427,1,0.9162357629399185,5.3245677543906975,4.8785593987694496,-2.8945619964631555,3.7524,6.3726
87,Al4O7Sr1,0108427,1,0.9162357629399185,7.06717568576224,6.4751991062748075,-2.8945619964631555,3.7524,6.1625
88,Al4O7Sr1,0108427,1,0.9162357629399185,7.986851631586046,7.317839098154173,-2.8945619964631555,3.7524,6.7311
89,Al5O12Y3,0108446,1,0.8732481526367353,11.371890011028288,9.930481944118595,-2.8945619964631555,4.8435,6.6039
90,Al1O3Y1,0108689,1,0.5002422237923497,7.986851631586046,3.9953604212841607,-2.8945619964631555,3.3479,3.5762
91,Al1O3Y1,0108689,1,0.5002422237923497,11.733267262151735,5.869475707568758,-2.8945619964631555,3.3479,5.1251
92,Ba1O4Y2,0108927,1,0.6255722305544749,12.46453543625619,7.7974672356840795,-2.8403280769497066,3.4285,6.5688
93,Ba1O4Y2,0108927,1,0.6255722305544749,12.46453543625619,7.7974672356840795,-2.8403280769497066,3.4285,6.5873
94,Ba1O4Y2,0108927,1,0.6255722305544749,12.46453543625619,7.7974672356840795,-2.8403280769497066,3.4285,6.6636
95,Ba1O4Y2,0108927,1,0.6255722305544749,12.46453543625619,7.7974672356840795,-2.8403280769497066,3.4285,6.6262
96,Al2O4Sr1,0108933,1,0.8973896106341682,8.809783617133782,7.905808289950958,-2.8945619964631555,4.1372,6.2968
97,Al2O4Sr1,0108933,1,0.8973896106341682,8.809783617133782,7.905808289950958,-2.8945619964631555,4.1372,6.2432
98,Al2O4Sr1,0108933,1,0.8973896106341682,7.06717568576224,6.3420100369294365,-2.8945619964631555,4.1372,6.2372
99,Al2O4Sr1,0108933,1,0.8973896106341682,8.809783617133782,7.905808289950958,-2.8945619964631555,4.1372,6.3469
100,Al2O4Sr1,0108933,1,0.8973896106341682,7.06717568576224,6.3420100369294365,-2.8945619964631555,4.1372,6.263
101,Al2O4Sr1,0108933,1,0.8973896106341682,7.06717568576224,6.3420100369294365,-2.8945619964631555,4.1372,6.3343
102,Al2O4Sr1,0108933,1,0.8973896106341682,8.809783617133782,7.905808289950958,-2.8945619964631555,4.1372,6.2482
103,Al2O4Sr1,0108933,1,0.8973896106341682,7.06717568576224,6.3420100369294365,-2.8945619964631555,4.1372,6.2083
104,Al2O9Y4,0109092,1,0.8035392768233998,8.709606133832938,6.998510614196766,-2.8945619964631555,4.122,6.1713
105,Al2O9Y4,0109092,1,0.8035392768233998,8.709606133832938,6.998510614196766,-2.8945619964631555,4.122,6.1876
106,Al2O9Y4,0109092,1,0.8035392768233998,12.09464451327518,9.718521905633237,-3.290655589970924,4.122,6.7059
107,Al2O9Y4,0109092,1,0.8035392768233998,12.09464451327518,9.718521905633237,-3.290655589970924,4.122,6.7954
108,Al2O9Y4,0109092,1,0.8035392768233998,11.733267262151735,9.428141090605077,-2.8945619964631555,4.122,6.3322
109,Al2O9Y4,0109092,1,0.8035392768233998,11.733267262151735,9.428141090605077,-2.8945619964631555,4.122,6.1492
110,Al2O9Y4,0109092,1,0.8035392768233998,11.733267262151735,9.428141090605077,-2.8945619964631555,4.122,6.1696
111,Al2O9Y4,0109092,1,0.8035392768233998,11.733267262151735,9.428141090605077,-2.8945619964631555,4.122,6.2906
112,Al2O9Y4,0109092,1,0.8035392768233998,11.371890011028288,9.137760275576913,-2.8945619964631555,4.122,5.7929
113,Ba1O5Ti2,0109333,1,0.5529393971486672,3.305645079754621,1.8278213975869781,-1.9122077365342869,2.9058,5.5111
114,Ba1O5Ti2,0109333,1,0.5529393971486672,9.916935239263863,5.483464192760935,-1.9122077365342869,2.9058,5.4485
115,Ba1O5Ti2,0109333,1,0.5529393971486672,10.004842210809047,5.532071420612294,-1.9122077365342869,2.9058,5.8221
116,Ba1O5Ti2,0109333,1,0.5529393971486672,6.611290159509242,3.6556427951739563,-1.9122077365342869,2.9058,6.0078
117,Ba1O5Ti2,0109333,1,0.5529393971486672,9.916935239263863,5.483464192760935,-1.9122077365342869,2.9058,5.5756
118,Ba4O30Ti13,0109458,1,0.6960991216427224,6.611290159509242,4.602113272959557,-1.9122077365342869,2.6742,5.8796
119,Ba4O30Ti13,0109458,1,0.6960991216427224,9.916935239263863,6.9031699094393355,-1.9122077365342869,2.6742,5.5618
120,Ba4O30Ti13,0109458,1,0.6960991216427224,13.222580319018483,9.204226545919115,-1.9122077365342869,2.6742,5.454
121,Ba4O30Ti13,0109458,1,0.6960991216427224,11.613711264913764,8.084294210518662,-1.9122077365342869,2.6742,5.573
122,Ba4O30Ti13,0109458,1,0.6960991216427224,6.611290159509242,4.602113272959557,-1.9122077365342869,2.6742,5.0833
123,Ba4O30Ti13,0109458,1,0.6960991216427224,6.611290159509242,4.602113272959557,-1.9122077365342869,2.6742,5.4196
124,Ba4O30Ti13,0109458,1,0.6960991216427224,11.613711264913764,8.084294210518662,-1.9122077365342869,2.6742,5.2835
125,Ba4O30Ti13,0109458,1,0.6960991216427224,6.611290159509242,4.602113272959557,-1.9122077365342869,2.6742,5.0505
126,Ba4O30Ti13,0109458,1,0.6960991216427224,9.916935239263863,6.9031699094393355,-1.9122077365342869,2.6742,5.9937
127,In1O3Y1,0109668,1,0.7469000062438595,10.940673151558505,8.171588845211073,-1.5993795332042406,2.0438,4.5724
128,In1O3Y1,0109668,1,0.7469000062438595,10.940673151558505,8.171588845211073,-1.5993795332042406,2.0438,4.4242
129,In1O3Y1,0109668,1,0.7469000062438595,8.632730428125155,6.447786410668235,-1.5993795332042406,2.0438,3.9393
130,In1O3Y1,0109668,1,0.7469000062438595,8.632730428125155,6.447786410668235,-1.5993795332042406,2.0438,3.7667
131,Ba3In2O6,0109684,1,0.7220691510749713,10.526483635803851,7.600849102709464,-1.5993795332042406,0.8592,3.6078
132,Ba3In2O6,0109684,1,0.7220691510749713,10.353569894851633,7.475993424570898,-1.5993795332042406,0.8592,3.9611
133,Ca3O7Ti2,0109710,1,0.8037902148201964,10.2847150771707,8.26675334124355,-1.9122077365342869,2.5897,5.5141
134,Ca3O7Ti2,0109710,1,0.8037902148201964,8.81578245624681,7.086039674314742,-1.9122077365342869,2.5897,5.7494
135,Ca3O7Ti2,0109710,1,0.8037902148201964,12.12142753600143,9.743084843090035,-1.9122077365342869,2.5897,5.7714
136,Ca3O7Ti2,0109710,1,0.8037902148201964,12.12142753600143,9.743084843090035,-1.9122077365342869,2.5897,5.9078
137,Ca1In2O4,0109770,1,0.7381829394379394,7.44578175863709,5.496349065004118,-1.5993795332042406,2.02,4.4374
138,In2O5Ti1,0110156,1,0.7966646906062232,7.045024612958862,5.612522353596099,-1.5993795332042406,1.9703,4.4726
139,In2O5Ti1,0110156,1,0.7966646906062232,8.914714379560982,7.102038173035799,-1.5993795332042406,1.9703,4.0504
140,In2O5Ti1,0110156,1,0.7966646906062232,8.914714379560982,7.102038173035799,-1.5993795332042406,1.9703,4.1145
141,In2O5Ti1,0110156,1,0.7966646906062232,7.4787590664084815,5.9580632777588,-1.5993795332042406,1.9703,3.9906
142,In2O5Ti1,0110156,1,0.7966646906062232,9.916935239263863,7.900472144150098,-1.9122077365342869,1.9703,4.7203
143,Ba2In2O5,0110289,1,0.7645729211788466,10.526483635803851,8.048264343167876,-1.5993795332042406,0.9164,3.8319
144,Ba2In2O5,0110289,1,0.7645729211788466,8.829707610153948,6.750955340650497,-1.5993795332042406,0.9164,3.0675
145,Ba2In2O5,0110289,1,0.7645729211788466,7.132931584504046,5.453646338133117,-1.5993795332042406,0.9164,3.5441
146,In1La1O3,0110733,1,0.7932478878262375,9.629850776479207,7.638858788523983,-1.5993795332042406,2.647,4.7424
147,In1La1O3,0110733,1,0.7932478878262375,12.57508639811669,9.975160724538513,-1.5993795332042406,2.647,4.6469
148,La2O5Ti1,0110854,1,0.8582860360277743,12.14135194466707,10.420752832606409,-1.9122077365342869,3.4608,6.2634
149,La2O5Ti1,0110854,1,0.8582860360277743,9.196116323029587,7.892898225743376,-1.9122077365342869,3.4608,6.0535
150,La2O5Ti1,0110854,1,0.8582860360277743,12.501761402784208,10.730087237760685,-1.9122077365342869,3.4608,5.6119
151,La2O5Ti1,0110854,1,0.8582860360277743,11.780942486549932,10.111418427452133,-3.100471243274967,3.4608,6.7189
152,La2O5Ti1,0110854,1,0.8582860360277743,12.14135194466707,10.420752832606409,-1.9122077365342869,3.4608,5.9992
153,La4O12Ti3,0111085,1,0.8542774674936183,12.14135194466707,10.372083391238903,-1.9122077365342869,3.0176,5.8879
154,La4O12Ti3,0111085,1,0.8542774674936183,9.556525781146725,8.163924642355497,-1.9122077365342869,3.0176,5.7683
155,In2O4Sr1,0111316,1,0.6518894034682012,9.094285162549445,5.928468129584071,-1.5993795332042406,1.8126,4.4539
156,In2O4Sr1,0111316,1,0.6518894034682012,9.094285162549445,5.928468129584071,-1.5993795332042406,1.8126,4.4839
157,In2O4Sr1,0111316,1,0.6518894034682012,9.094285162549445,5.928468129584071,-1.5993795332042406,1.8126,4.2635
158,In2O4Sr1,0111316,1,0.6518894034682012,9.094285162549445,5.928468129584071,-1.5993795332042406,1.8126,4.3469
159,O7Sr3Ti2,0111479,1,0.5336687892297798,6.611290159509242,3.5282392146720545,-1.9122077365342869,2.0175,5.1173
160,O7Sr3Ti2,0111479,1,0.5336687892297798,12.01868473661233,6.4139969315223375,-1.9122077365342869,2.0175,5.393
161,O7Sr3Ti2,0111479,1,0.5336687892297798,6.611290159509242,3.5282392146720545,-1.9122077365342869,2.0175,5.4334
162,La1O3Y1,0111508,1,0.7384967263805804,11.937793499912555,8.816021419892794,-3.100471243274967,4.4902,6.6611
163,La1O3Y1,0111508,1,0.7384967263805804,11.937793499912555,8.816021419892794,-3.100471243274967,4.4902,6.5344
164,La2O3,0111542,1,0.796427297234365,11.780942486549932,9.382664183436463,-3.100471243274967,3.4842,6.5007
165,La2O7Ti2,0111567,1,0.6932498715231931,9.556525781146725,6.625060269988049,-1.9122077365342869,2.9208,5.9762
166,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.71
167,La2O7Ti2,0111567,1,0.6932498715231931,15.446997024421691,10.708628702599484,-1.9122077365342869,2.9208,5.684
168,La2O7Ti2,0111567,1,0.6932498715231931,15.446997024421691,10.708628702599484,-1.9122077365342869,2.9208,5.7062
169,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.7495
170,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.7906
171,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,6.0004
172,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.9466
173,La2O7Ti2,0111567,1,0.6932498715231931,12.14135194466707,8.416990675758317,-1.9122077365342869,2.9208,6.2802
174,La2O7Ti2,0111567,1,0.6932498715231931,9.196116323029587,6.375206459452599,-1.9122077365342869,2.9208,5.7207
175,La2O7Ti2,0111567,1,0.6932498715231931,12.14135194466707,8.416990675758317,-1.9122077365342869,2.9208,5.8706
176,La2O7Ti2,0111567,1,0.6932498715231931,12.14135194466707,8.416990675758317,-1.9122077365342869,2.9208,6.1468
177,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.5873
178,La2O7Ti2,0111567,1,0.6932498715231931,12.501761402784208,8.666844486293765,-1.9122077365342869,2.9208,5.9513
179,O4Sr1Y2,0111982,1,0.6462166891231791,12.55619924769947,8.114025505819303,-3.067823794114626,3.9198,6.6199
180,O4Sr1Y2,0111982,1,0.6462166891231791,12.55619924769947,8.114025505819303,-3.067823794114626,3.9198,6.6208
181,O4Sr1Y2,0111982,1,0.6462166891231791,12.55619924769947,8.114025505819303,-3.067823794114626,3.9198,6.6705
182,O4Sr1Y2,0111982,1,0.6462166891231791,12.55619924769947,8.114025505819303,-3.067823794114626,3.9198,6.6572
183,O7Ti2Y2,0112035,1,0.7611407861835616,12.65861241614683,9.634986206418994,-1.9122077365342869,2.8858,5.5218
184,O7Ti2Y2,0112035,1,0.7611407861835616,12.09464451327518,9.20572723344497,-3.290655589970924,2.8858,6.9369
185,O5Ti1Y2,0112334,1,0.6129158598390783,12.09464451327518,7.412999441302047,-3.290655589970924,3.4185,6.5839
186,O5Ti1Y2,0112334,1,0.6129158598390783,12.376628464711006,7.585831877357157,-1.9122077365342869,3.4185,6.2371
187,O5Ti1Y2,0112334,1,0.6129158598390783,12.376628464711006,7.585831877357157,-1.9122077365342869,3.4185,5.8786
188,O5Ti1Y2,0112334,1,0.6129158598390783,9.352967336392211,5.732582017031645,-1.9122077365342869,3.4185,6.1246
189,O5Ti1Y2,0112334,1,0.6129158598390783,12.65861241614683,7.758664313412267,-1.9122077365342869,3.4185,5.658
190,Al1Fe1O3,0113386,1,0.7525445021619432,11.548052646345075,8.690423529683667,-1.2626789622871115,1.9542,4.6654
191,Al1Fe1O3,0113386,1,0.7525445021619432,9.473557682360283,7.129273749774272,-1.2626789622871115,1.9542,5.5057
192,Al1Fe1O3,0113386,1,0.7525445021619432,6.811273805164934,5.12578665479653,-1.2626789622871115,1.9542,3.7559
193,Al1Fe1O3,0113386,1,0.7525445021619432,10.06134659557084,7.571611064842619,-1.2626789622871115,1.9542,4.4172
194,Al1Fe1O3,0113386,1,0.7525445021619432,6.223484891954378,4.683449339728182,-1.2626789622871115,1.9542,3.3084
195,Al1Fe1O3,0113386,1,0.7525445021619432,7.39906271837549,5.568123969864878,-1.2626789622871115,1.9542,5.9504
196,Ba1Fe1O3,0115344,1,,,,,0.6255,0.5393
197,Ba1Fe1O3,0115344,1,,,,,0.6255,0.5346
198,Ba1Fe1O3,0115344,1,,,,,0.6255,0.2815
199,Ba1Fe1O3,0115344,1,,,,,0.6255,0.4659
200,Ba1Fe1O3,0115344,1,,,,,0.6255,1.0307
201,Ba1Fe1O3,0115344,1,,,,,0.6255,1.2079
202,Ba1Fe1O3,0115344,1,,,,,0.6255,1.2223
203,Ba1Fe1O3,0115344,1,,,,,0.6255,1.1015
204,Ba1Fe1O3,0115344,1,,,,,0.6255,1.2119
205,Ba1Fe1O3,0115344,1,,,,-1.2626789622871115,0.6255,0.8996
206,Ba1Mn3O6,0117270,1,0.7903454316691034,8.14562634012733,6.437858566003155,-0.433744681701679,0.0939,1.8772
207,Ba1Mn3O6,0117270,1,0.7903454316691034,7.856668893177051,6.209482367859234,-0.5156224113418986,0.0939,1.7261
208,Ba1Mn3O6,0117270,1,0.7903454316691034,8.14562634012733,6.437858566003155,-0.433744681701679,0.0939,1.5426
209,Ba1Mn3O6,0117270,1,0.7903454316691034,8.43458378707761,6.666234764147076,-0.433744681701679,0.0939,1.5668
210,Ba1Mn3O6,0117270,1,0.7903454316691034,,,-0.5156224113418986,0.0939,1.4805
211,Ba1Mn3O6,0117270,1,0.7903454316691034,,,-0.433744681701679,0.0939,0.285
212,Ba1Mn3O6,0117270,1,0.7903454316691034,,,-0.433744681701679,0.0939,2.3331
213,Ba1Mn3O6,0117270,1,0.7903454316691034,6.181459116833068,4.885487974038346,-0.433744681701679,0.0939,2.3141
214,Ba1Mn3O6,0117270,1,0.7903454316691034,6.181459116833068,4.885487974038346,-0.433744681701679,0.0939,2.5242
215,Ba1Mn3O6,0117270,1,0.7903454316691034,6.181459116833068,4.885487974038346,-0.433744681701679,0.0939,2.3704
216,Ba1Mn3O6,0117270,1,0.7903454316691034,4.217291893538805,3.333117382073538,-0.433744681701679,0.0939,1.2961
217,Ba1Mn3O6,0117270,1,0.7903454316691034,4.217291893538805,3.333117382073538,-0.433744681701679,0.0939,1.4482
218,Ca2Co1O3,0117717,1,0.9613725012891152,10.498045461292564,10.092532223769677,-1.2318970816502175,0.8107,4.0287
219,Ca2Co1O3,0117717,1,0.9613725012891152,10.75916010713847,10.343560663969777,-1.2318970816502175,0.8107,4.9227
220,Co1Nb2O6,0119208,1,0.8291353059254426,11.140983824417749,9.237383031569019,-1.2318970816502175,2.5662,6.025
221,Co1Nb2O6,0119208,1,0.8291353059254426,7.933888631686109,6.578267177811454,-1.2318970816502175,2.5662,5.1892
222,Co1Nb2O6,0119208,1,0.8291353059254426,14.348079017149388,11.896498885326581,-1.6041816447738562,2.5662,5.7406
223,Fe2O6Sr3,0124041,1,0.7532163361270148,11.119421653455753,8.375330037667336,-1.2626789622871115,0.0784,3.4211
224,Fe2O6Sr3,0124041,1,0.7532163361270148,10.787534620842502,8.125347302954314,-1.2626789622871115,0.0784,4.1241
225,Fe2O5Sr3,0124785,1,0.719930656855051,,,-1.41,0.6747,4.7267
226,Fe2O5Sr3,0124785,1,0.719930656855051,,,-1.41,0.6747,4.778
227,Fe2O5Sr3,0124785,1,0.719930656855051,,,-1.41,0.6747,5.4016
