,formula,defectid,site,valence_ratio_Crsyal,Eb_sum,Eb_sum_bva,Vr_max,Eg,Ev
228,Mn1O2,0125667,1,0.8949474215036711,6.759374010733628,6.049284341884988,-0.433744681701679,1.3886,2.7443
229,Mn1O2,0125667,1,0.8949474215036711,6.759374010733628,6.049284341884988,-0.433744681701679,1.3886,2.145
230,Mg4Nb2O9,0126437,1,0.8400941382730905,13.013767536815086,10.932789824526989,-1.6041816447738562,3.656,5.7126
231,Mg4Nb2O9,0126437,1,0.8400941382730905,9.955265293789704,8.363360018266267,-1.6041816447738562,3.656,6.2767
232,La1Mn1O3,0126619,1,0.8246744842206066,9.818805689863492,8.097318517950534,-0.5156224113418986,1.0121,3.7311
233,La1Mn1O3,0126619,1,0.8246744842206066,12.764041311500975,10.526179185132582,-0.5156224113418986,1.0121,4.034
234,Mn1O3Sr1,0126839,1,0.592413270068752,4.506249340489085,2.669561907544296,-0.433744681701679,1.8446,2.6833
235,Mn1O3Sr1,0126839,1,0.592413270068752,4.506249340489085,2.669561907544296,-0.433744681701679,1.8446,2.6973
236,Mn1O3Sr1,0126839,1,0.592413270068752,4.506249340489085,2.669561907544296,-0.433744681701679,1.8446,1.9142
237,Mn1O3Sr1,0126839,1,0.592413270068752,4.506249340489085,2.669561907544296,-0.433744681701679,1.8446,1.9025
238,Ba1Nb2O6,0133995,1,0.8964388351613081,12.95893806273273,11.616895341883668,-1.6041816447738562,2.5495,5.2003
239,Ba1Nb2O6,0133995,1,0.8964388351613081,9.565386011432926,8.574783493957202,-1.6041816447738562,2.5495,5.4784
240,Ba1Nb2O6,0133995,1,0.8964388351613081,9.565386011432926,8.574783493957202,-1.6041816447738562,2.5495,5.3742
241,Ba1Mn2O3,0134600,1,0.6389244402837481,9.733023624170794,6.218666671341822,-1.994603679653242,0.7685,4.7909
242,Ba1Mn2O3,0134600,1,0.6389244402837481,9.956839889035104,6.3616683530966505,-1.994603679653242,0.7685,5.4596
243,Co1Mn1O3,0136261,1,0.8238392388534075,7.657444966458732,6.308503632729218,-0.433744681701679,1.0907,2.7537
244,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.4789
245,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.8649
246,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.7913
247,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,3.1962
248,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.8475
249,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.38
250,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.4032
251,Co1O3Sr1,0136293,1,0.8345634941826263,,,,0.4887,2.3349
252,Co1O3Sr1,0136293,1,0.8345634941826263,8.71303965685771,7.271584820978962,-3.067823794114626,0.4887,0.2835
253,Co1O3Sr1,0136293,1,0.8345634941826263,8.71303965685771,7.271584820978962,-3.067823794114626,0.4887,0.2988
254,Co1O3Sr1,0136293,1,0.8345634941826263,8.71303965685771,7.271584820978962,-3.067823794114626,0.4887,0.3353
255,Co1O3Sr1,0136293,1,0.8345634941826263,8.71303965685771,7.271584820978962,-3.067823794114626,0.4887,0.3052
256,Co1O3Ti1,0136734,1,0.8087742478707923,9.762485785478889,7.895647098499989,-1.2318970816502175,2.1713,5.3321
257,Fe1O4Sr2,0142463,1,0.8902376446296068,,,,0.2288,1.9858
258,Fe1O4Sr2,0142463,1,0.8902376446296068,,,,0.2288,2.2501
259,Fe2O5Sr2,0143474,1,0.7943680478918963,11.119421653455753,8.832913272542529,-1.2626789622871115,1.6374,3.6862
260,Fe2O5Sr2,0143474,1,0.7943680478918963,11.119421653455753,8.832913272542529,-1.2626789622871115,1.6374,3.695
261,Fe2O5Sr2,0143474,1,0.7943680478918963,9.376813722084211,7.44864121185798,-1.2626789622871115,1.6374,3.7262
262,Fe2O5Sr2,0143474,1,0.7943680478918963,9.376813722084211,7.44864121185798,-1.2626789622871115,1.6374,3.674
263,Fe2O5Sr2,0143474,1,0.7943680478918963,7.634205790712668,6.064369151173434,-1.2626789622871115,1.6374,3.4575
264,Fe2O5Ti1,0143825,1,0.8724021983384287,7.454635007724206,6.503439968549206,-1.2626789622871115,1.8818,3.4937
265,Fe2O5Ti1,0143825,1,0.8724021983384287,9.529129971708999,8.313233935571539,-1.2626789622871115,1.8818,3.3802
266,Fe2O5Ti1,0143825,1,0.8724021983384287,10.760280087478826,9.387292003053748,-1.2626789622871115,1.8818,3.684
267,La3Nb1O7,0143911,1,0.7492798889348513,10.67316424899143,7.997187323067724,-1.6041816447738562,3.0469,6.0688
268,La3Nb1O7,0143911,1,0.7492798889348513,9.565386011432926,7.1671513682654435,-1.6041816447738562,3.0469,5.9297
269,La3Nb1O7,0143911,1,0.7492798889348513,11.780942486549932,8.827223277870004,-3.100471243274967,3.0469,6.198
270,La3Nb1O7,0143911,1,0.7492798889348513,13.618399870628913,10.203993142535225,-1.6041816447738562,3.0469,6.0716
271,Mg1Nb2O6,0144307,1,0.8547022858317312,11.289576774124006,9.64922707491661,-1.6041816447738562,3.5232,5.5587
272,Mg1Nb2O6,0144307,1,0.8547022858317312,8.231074531098624,7.035118216581338,-1.6041816447738562,3.5232,5.7976
273,Mg1Nb2O6,0144307,1,0.8547022858317312,14.348079017149388,12.263335933251883,-1.6041816447738562,3.5232,5.892
274,Mn2O5Y1,0144940,1,0.7971409662163421,10.264614150176396,8.18234444150955,-0.433744681701679,1.1218,3.4069
275,Mn2O5Y1,0144940,1,0.7971409662163421,10.553571597126675,8.412684259966902,-0.433744681701679,1.1218,4.1797
276,Mn2O5Y1,0144940,1,0.7971409662163421,6.470416563783348,5.1578341114764825,-0.433744681701679,1.1218,2.5169
277,Mn2O5Y1,0144940,1,0.7971409662163421,9.975656703226115,7.952004623052195,-0.5156224113418986,1.1218,4.0788
278,Mn2O5Sr2,0145133,1,0.518662909042946,3.9283344465885257,2.037481371761216,-0.5156224113418986,0.6477,3.162
279,Mn2O5Sr2,0145133,1,0.518662909042946,10.898766172074694,5.652785767787114,-0.5156224113418986,0.6477,3.2408
280,Mn2O5Sr2,0145133,1,0.518662909042946,10.898766172074694,5.652785767787114,-0.5156224113418986,0.6477,3.5082
281,Mn4Nb2O9,0147238,1,0.7653453840939645,12.73512179786842,9.746766683873025,-1.6041816447738562,2.365,5.1592
282,Mn4Nb2O9,0147238,1,0.7653453840939645,9.537296685369704,7.29932599488237,-1.6041816447738562,2.365,5.6565
283,Ni1O3Ti1,0149539,1,0.8029260040041478,9.786061965195364,7.857483628651291,-1.242157708529182,2.2791,5.0491
284,Al1Nb1O4,0151582,1,0.9670988368184106,7.444976882911812,7.200028483603969,-1.6041816447738562,3.5385,5.8591
285,Al1Nb1O4,0151582,1,0.9670988368184106,12.227669888628274,11.825365326291909,-1.6041816447738562,3.5385,5.9759
286,Al1Nb1O4,0151582,1,0.9670988368184106,12.76954463730251,12.34941176543603,-1.6041816447738562,3.5385,6.3338
287,Al1Nb1O4,0151582,1,0.9670988368184106,12.227669888628274,11.825365326291909,-1.6041816447738562,3.5385,5.6034
288,Ba3Ni1O4,0154647,1,0.6919119678489,10.180656153899415,7.044117833437558,-2.8403280769497066,1.5908,3.965
289,Ba3Ni1O4,0154647,1,0.6919119678489,10.071266031092573,6.968429498303044,-1.242157708529182,1.5908,4.1209
290,Ca1Co2O4,0155087,1,0.7975979922425829,,,,1.5016,4.3137
291,Ca1Co2O4,0155087,1,0.7975979922425829,,,,1.5016,3.3239
292,Ca1Co2O4,0155087,1,0.7975979922425829,,,,1.5016,3.9338
293,Ca1Co2O4,0155087,1,0.7975979922425829,,,,1.5016,3.5178
294,Co1O3Y1,0155205,1,0.7671127975017521,,,,0.9879,2.4751
295,Co1O3Y1,0155205,1,0.7671127975017521,,,,0.9879,2.5041
296,Fe1O3Sr1,0159544,1,0.5265281785567627,,,,0.0467,0.934
297,Fe2O7Sr3,0159759,1,0.8469057973198357,,,,0.0367,1.0297
298,Fe2O7Sr3,0159759,1,0.8469057973198357,,,,0.0367,1.6842
299,Fe2O7Sr3,0159759,1,0.8469057973198357,,,,0.0367,0.5224
300,Fe1O5Ti2,0159784,1,0.8080872790195881,,,-1.41,1.1405,5.4368
301,Fe1O5Ti2,0159784,1,0.8080872790195881,,,-1.41,1.1405,5.287
302,Fe1O5Ti2,0159784,1,0.8080872790195881,,,-1.41,1.1405,5.2491
303,Fe1O2Sr1,0160074,1,0.7429682562235819,,,-1.41,0.1476,4.9163
304,Co1La1O3,0169397,1,0.7075977803522056,,,,1.0736,2.6204
305,Co1La1O3,0169397,1,0.7075977803522056,,,,1.0736,2.4289
306,Ba2Fe1O4,0169441,1,0.7727078624346587,,,,0.7901,2.2037
307,Ba2Fe1O4,0169441,1,0.7727078624346587,,,,0.7901,2.4015
308,Ba2Fe1O4,0169441,1,0.7727078624346587,,,,0.7901,2.6558
309,Ba2Fe1O4,0169441,1,0.7727078624346587,,,,0.7901,2.7749
310,Co4Nb2O9,0170357,1,0.7673699789561714,12.716581637402573,9.758322983488048,-1.2318970816502175,2.1252,4.9564
311,Co4Nb2O9,0170357,1,0.7673699789561714,9.509486444670934,7.297294412931131,-1.2318970816502175,2.1252,5.3286
312,Ca1Fe1O2,0170770,1,0.7894644967767437,,,-1.41,1.4027,5.363
313,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,2.8092
314,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,2.8073
315,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,2.8191
316,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,2.9466
317,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,3.075
318,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,2.9496
319,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.6966
320,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.7103
321,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.7076
322,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.101
323,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.1027
324,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.112
325,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,0.9633
326,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,1.124
327,Co5O15Sr6,0171017,1,0.8108315594958369,,,,0.9149,0.6908
328,Fe1La1O3,0174238,1,0.7706117708633439,10.03946117124455,7.736526951686544,-1.2626789622871115,1.999,4.3781
329,Fe1La1O3,0174238,1,0.7706117708633439,12.984696792882033,10.006160189686407,-1.2626789622871115,1.999,4.3816
330,Fe1La3O6,0174252,1,0.9509897643678855,11.780942486549932,11.203555719315732,-3.100471243274967,2.5923,5.2854
331,Fe1La3O6,0174252,1,0.9509897643678855,10.910201828897241,10.375490266469063,-1.2626789622871115,2.5923,4.98
332,Fe1La3O6,0174252,1,0.9509897643678855,13.855437450534724,13.176379196297995,-1.2626789622871115,2.5923,4.9114
333,Fe1La3O6,0174252,1,0.9509897643678855,10.910201828897241,10.375490266469063,-1.2626789622871115,2.5923,5.4253
334,Fe1Nb2O6,0176178,1,0.8466655253552506,,,-1.41,1.6559,5.2949
335,Fe1Nb2O6,0176178,1,0.8466655253552506,,,-1.41,1.6559,5.0063
336,Fe1Nb2O6,0176178,1,0.8466655253552506,14.348079017149388,12.148023858893435,-1.6041816447738562,1.6559,5.7039
337,In1Nb1O4,0176585,1,0.8059898057601719,11.435075778035046,9.216554505191313,-1.5993795332042406,3.229,4.5288
338,In1Nb1O4,0176585,1,0.8059898057601719,8.522072538920703,6.868703590318793,-1.5993795332042406,3.229,4.8115
339,Mn2O7Y2,0179580,1,0.7381613699366453,10.553571597126675,7.790238867859497,-0.433744681701679,1.0635,2.1894
340,Mn2O7Y2,0179580,1,0.7381613699366453,12.09464451327518,8.927799362815938,-3.290655589970924,1.0635,5.5944
341,Ba3Mn2O8,0184694,1,0.5408976783034148,,,,1.7229,3.2896
342,Ba3Mn2O8,0184694,1,0.5408976783034148,,,,1.7229,3.2502
343,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.9418
344,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.8236
345,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.4347
346,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3757
347,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.4238
348,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.196
349,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.0174
350,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.9368
351,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.0007
352,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.8887
353,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.3856
354,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.2679
355,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.3174
356,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.1745
357,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,3.0437
358,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.9076
359,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.9764
360,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.8792
361,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,2.9353
362,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,2.8587
363,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,2.9288
364,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,2.8928
365,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.2754
366,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.089
367,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1349
368,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.0935
369,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1514
370,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1018
371,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1434
372,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1198
373,Ba2Fe2O5,0185027,1,0.8429285026124086,8.861599066584402,7.469694431947508,-1.2626789622871115,0.866,3.7062
374,Ba2Fe2O5,0185027,1,0.8429285026124086,8.861599066584402,7.469694431947508,-1.2626789622871115,0.866,3.6969
375,Ba2Fe2O5,0185027,1,0.8429285026124086,8.861599066584402,7.469694431947508,-1.2626789622871115,0.866,3.6871
376,Ba2Fe2O5,0185027,1,0.8429285026124086,8.861599066584402,7.469694431947508,-1.2626789622871115,0.866,3.6461
377,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3392
378,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.2114
379,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.2645
380,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.2723
381,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.8752
382,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.8602
383,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.8978
384,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.9052
385,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.7097
386,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.5205
387,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.6207
388,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.7287
389,Ba2Fe2O5,0185027,1,0.8429285026124086,2.0744949639847925,1.7486509336686837,-1.2626789622871115,0.866,3.4671
390,Ba2Fe2O5,0185027,1,0.8429285026124086,2.0744949639847925,1.7486509336686837,-1.2626789622871115,0.866,3.5437
391,Ba2Fe2O5,0185027,1,0.8429285026124086,2.0744949639847925,1.7486509336686837,-1.2626789622871115,0.866,3.456
392,Ba2Fe2O5,0185027,1,0.8429285026124086,2.0744949639847925,1.7486509336686837,-1.2626789622871115,0.866,3.5422
393,Ba2Fe2O5,0185027,1,0.8429285026124086,7.1648230409345,6.0394335573778015,-1.2626789622871115,0.866,3.1538
394,Ba2Fe2O5,0185027,1,0.8429285026124086,7.1648230409345,6.0394335573778015,-1.2626789622871115,0.866,3.448
395,Ba2Fe2O5,0185027,1,0.8429285026124086,7.1648230409345,6.0394335573778015,-1.2626789622871115,0.866,3.2867
396,Ba2Fe2O5,0185027,1,0.8429285026124086,7.1648230409345,6.0394335573778015,-1.2626789622871115,0.866,3.3637
397,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.1687
398,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.4226
399,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.346
400,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3894
401,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3763
402,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.6128
403,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.5989
404,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.456
405,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3509
406,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3174
407,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.3624
408,Ba2Fe2O5,0185027,1,0.8429285026124086,4.148989927969585,3.4973018673373675,-1.2626789622871115,0.866,3.2594
409,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.9132
410,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.8167
411,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.8941
412,Ba2Fe2O5,0185027,1,0.8429285026124086,10.936094030569194,9.218345365616191,-1.2626789622871115,0.866,2.7269
413,Ba5Co5O14,0185107,1,0.5733200380670666,,,,0.9572,1.4104
414,Ba5Co5O14,0185107,1,0.5733200380670666,,,,0.9572,1.6794
415,Ba5Co5O14,0185107,1,0.5733200380670666,,,,0.9572,1.6998
416,Ba5Co5O14,0185107,1,0.5733200380670666,9.938299728569257,5.697826378705243,-1.2318970816502175,0.9572,1.5741
417,Ba5Co5O14,0185107,1,0.5733200380670666,3.1511956259696468,1.8066435962376914,-1.2318970816502175,0.9572,1.7332
418,Ba2Mn1O3,0185165,1,0.6991231102946108,10.068748021467261,7.0392944335409,-1.994603679653242,2.2354,5.6729
419,Ba2Mn1O3,0185165,1,0.6991231102946108,10.068748021467261,7.0392944335409,-1.994603679653242,2.2354,5.4336
420,Ba2Mn1O3,0185165,1,0.6991231102946108,9.956839889035104,6.96105687192767,-1.994603679653242,2.2354,5.001
421,Ba2Mn1O3,0185165,1,0.6991231102946108,9.956839889035104,6.96105687192767,-1.994603679653242,2.2354,5.22
422,Ba3Fe1O5,0185205,1,0.3666898440784635,,,,0.2794,2.6054
423,Ba3Fe1O5,0185205,1,0.3666898440784635,,,,0.2794,2.8479
424,Ba3Fe1O5,0185205,1,0.3666898440784635,,,,0.2794,2.2623
425,Ba3Fe1O5,0185205,1,0.3666898440784635,10.180656153899415,3.733143217689826,-2.8403280769497066,0.2794,0.975
426,Ba1Mn2O8,0185408,1,0.7697101448308953,,,,1.732,0.6038
427,Ba1Mn2O8,0185408,1,0.7697101448308953,,,,1.732,1.712
428,Co1O2,0187243,1,0.7583265388704782,,,,1.2038,1.7236
429,Fe1Nb1O4,0188731,1,0.7430586933689936,11.006177897670842,8.17823616762999,-1.2626789622871115,1.5659,3.3297
430,Fe1Nb1O4,0188731,1,0.7430586933689936,11.639880975417718,8.649114748564495,-1.2626789622871115,1.5659,4.2238
431,Fe1Nb1O4,0188731,1,0.7430586933689936,11.639880975417718,8.649114748564495,-1.2626789622871115,1.5659,3.9641
432,Fe1Nb1O4,0188731,1,0.7430586933689936,6.857187969701256,5.095293132951796,-1.2626789622871115,1.5659,3.7609
433,Fe1O3Y1,0188787,1,0.794149988789006,10.196312184607175,8.097401207094993,-1.2626789622871115,1.9865,4.5761
434,Fe1O3Y1,0188787,1,0.794149988789006,13.219973312925969,10.498641658251117,-1.2626789622871115,1.9865,4.5451
435,Fe3O4,0191339,1,0.7877662859482996,,,-1.2626789622871115,0.0471,3.3108
436,Fe3O4,0191339,1,0.7877662859482996,,,-1.2626789622871115,0.0471,3.3922
437,La1Mn7O12,0193122,1,0.7787259944509279,8.837737291520272,6.882175761035174,-0.5156224113418986,0.2582,2.7992
438,La1Mn7O12,0193122,1,0.7787259944509279,5.892501669882789,4.588644222683228,-0.5156224113418986,0.2582,3.16
439,La1Mn7O12,0193122,1,0.7787259944509279,5.892501669882789,4.588644222683228,-0.5156224113418986,0.2582,2.8799
440,La1Mn7O12,0193122,1,0.7787259944509279,8.837737291520272,6.882175761035174,-0.5156224113418986,0.2582,2.9978
441,La2Ni1O4,0193359,1,0.8384217885687878,14.955714292236054,12.539196726220336,-1.242157708529182,2.1446,4.519
442,La2Ni1O4,0193359,1,0.8384217885687878,13.368328389392993,11.208297798409776,-1.242157708529182,2.1446,5.6407
443,Mn2O7Sr3,0193429,1,0.48815691502234154,4.506249340489085,2.199756776374613,-0.433744681701679,0.5149,1.7739
444,Mn2O7Sr3,0193429,1,0.48815691502234154,10.966164327102252,5.353208947546288,-0.433744681701679,0.5149,2.5349
445,Mn2O7Sr3,0193429,1,0.48815691502234154,4.506249340489085,2.199756776374613,-0.433744681701679,0.5149,1.8934
446,Mn1O4Sr2,0194281,1,0.9487698473556466,11.476681065975253,10.888728943114781,-0.433744681701679,0.6624,1.8799
447,Mn1O4Sr2,0194281,1,0.9487698473556466,10.966164327102252,10.404366054701741,-0.433744681701679,0.6624,2.6467
448,Nb2Ni1O6,0194560,1,0.826660487316497,11.152771914275986,9.219555865585129,-1.242157708529182,2.5517,5.2609
449,Nb2Ni1O6,0194560,1,0.826660487316497,7.957464811402584,6.578121738797938,-1.242157708529182,2.5517,5.0346
450,Nb2Ni1O6,0194560,1,0.826660487316497,14.348079017149388,11.86098999237232,-1.6041816447738562,2.5517,5.6619
451,Mn1Nb2O6,0194582,1,0.8302862770072916,11.150253904650674,9.257902802178423,-1.6041816447738562,2.4343,5.4219
452,Mn1Nb2O6,0194582,1,0.8302862770072916,7.952428792151958,6.602792495001442,-1.6041816447738562,2.4343,5.4229
453,Mn1Nb2O6,0194582,1,0.8302862770072916,14.348079017149388,11.913013109355404,-1.6041816447738562,2.4343,5.8447
454,Mn1O3Ti1,0194723,1,0.7985951098184427,9.781025945944736,7.811079489438774,-1.9122077365342869,2.3965,5.6107
455,Nb6O16Sr1,0195961,1,0.8538677767093922,9.565386011432926,8.167574886949353,-1.6041816447738562,1.9491,4.6238
456,Nb6O16Sr1,0195961,1,0.8538677767093922,11.307993942804467,9.655531646985725,-1.6041816447738562,1.9491,4.6596
457,Nb6O16Sr1,0195961,1,0.8538677767093922,9.565386011432926,8.167574886949353,-1.6041816447738562,1.9491,4.7454
458,Nb6O16Sr1,0195961,1,0.8538677767093922,9.565386011432926,8.167574886949353,-1.6041816447738562,1.9491,4.1013
459,Nb6O16Sr1,0195961,1,0.8538677767093922,14.348079017149388,12.25136233042403,-1.6041816447738562,1.9491,4.3269
460,Nb6O16Sr1,0195961,1,0.8538677767093922,13.05060187417601,11.143488407022096,-1.6041816447738562,1.9491,4.8533
461,Nb6O16Sr1,0195961,1,0.8538677767093922,14.348079017149388,12.25136233042403,-1.6041816447738562,1.9491,4.702
462,Nb6O16Sr1,0195961,1,0.8538677767093922,9.565386011432926,8.167574886949353,-1.6041816447738562,1.9491,4.6576
463,Nb6O16Sr1,0195961,1,0.8538677767093922,14.348079017149388,12.25136233042403,-1.6041816447738562,1.9491,4.9616
464,Nb6O16Sr1,0195961,1,0.8538677767093922,13.05060187417601,11.143488407022096,-1.6041816447738562,1.9491,5.0872
465,Al2Fe1O4,0289591,1,0.9078144183742646,,,-1.41,2.2095,6.1911
466,Ba1Ce1O3,0289614,1,0.8711940107876472,8.598851937366181,7.491268307483173,-1.974911567461291,2.4607,5.014
467,Ba1Ce1O3,0289614,1,0.8711940107876472,10.295627963016083,8.969489418677435,-1.974911567461291,2.4607,5.079
468,Ba1Mn1O3,0289618,1,0.5597448957297493,4.506249340489085,2.5223500672243144,-0.433744681701679,2.3022,2.6893
469,Ba2O4Ti1,0289663,1,0.8608370433021273,8.39597315670433,7.227564707861383,-1.9122077365342869,4.1021,5.959
470,Ba2O4Ti1,0289663,1,0.8608370433021273,3.305645079754621,2.8456217366621925,-1.9122077365342869,4.1021,6.0973
