,formula,full_name,band_gap,formation_energy,nn_ave_eleneg,o2p_center_from_vbm,vacancy_formation_energy,charge,vacancy_index,merge_on,valence,bv_sum_Crystal,bv_sum_nn,BVS_ratio,vr_max,Eb_sum
915,BaGeO3,BaGeO3_Va_O3,3.4095,-2.6960020335,2.316511368749405,2.730229943585275,2.439628506503587,1,119,BaGeO3_Va_O3119,-2.0,-1.636150881297181,-1.8215331388578235,0.8180754406485905,-1.502819088333178,6.160630144741427
918,BaGeO3,BaGeO3_Va_O3,3.4095,-2.6960020335,2.316511368749405,2.730229943585275,-0.3786628025515486,2,119,BaGeO3_Va_O3119,-2.0,-1.636150881297181,-1.8215331388578235,0.8180754406485905,-1.502819088333178,6.160630144741427
921,BaGePbO4,BaGePbO4_Va_O1,3.3755,-2.3497993528571435,2.2075584447447465,2.290866305566537,4.3736559499997245,0,191,BaGePbO4_Va_O1191,-2.0,-1.8813912131303712,-1.8813912131303712,0.9406956065651856,-1.1369603723458594,8.357940607170486
923,BaGePbO4,BaGePbO4_Va_O1,3.3755,-2.3497993528571435,2.2075584447447465,2.290866305566537,2.317810102001155,1,191,BaGePbO4_Va_O1191,-2.0,-1.8813912131303712,-1.8813912131303712,0.9406956065651856,-1.1369603723458594,8.357940607170486
925,BaGePbO4,BaGePbO4_Va_O2,3.3755,-2.3497993528571435,2.110424425675723,1.6952815919881998,4.0832100299998135,0,239,BaGePbO4_Va_O2239,-2.0,-1.6355260385278911,-1.6355260385278911,0.8177630192639456,-1.1369603723458594,5.85426007766779
928,BaGePbO4,BaGePbO4_Va_O2,3.3755,-2.3497993528571435,2.110424425675723,1.6952815919881998,2.7724702706881565,1,239,BaGePbO4_Va_O2239,-2.0,-1.6355260385278911,-1.6355260385278911,0.8177630192639456,-1.1369603723458594,5.85426007766779
931,BaGePbO4,BaGePbO4_Va_O2,3.3755,-2.3497993528571435,2.110424425675723,1.6952815919881998,0.313473227783139,2,239,BaGePbO4_Va_O2239,-2.0,-1.6355260385278911,-1.6355260385278911,0.8177630192639456,-1.1369603723458594,5.85426007766779
934,BaGePbO4,BaGePbO4_Va_O3,3.3755,-2.3497993528571435,2.2985402101320074,2.0406621833416136,4.327281769999795,0,287,BaGePbO4_Va_O3287,-2.0,-1.870114427587249,-1.8701144275872488,0.9350572137936244,-1.1369603723458594,8.307844325678666
937,BaGePbO4,BaGePbO4_Va_O3,3.3755,-2.3497993528571435,2.2985402101320074,2.0406621833416136,2.3951274725023044,1,287,BaGePbO4_Va_O3287,-2.0,-1.870114427587249,-1.8701144275872488,0.9350572137936244,-1.1369603723458594,8.307844325678666
940,BaGePbO4,BaGePbO4_Va_O3,3.3755,-2.3497993528571435,2.2985402101320074,2.0406621833416136,0.3156093624481774,2,287,BaGePbO4_Va_O3287,-2.0,-1.870114427587249,-1.8701144275872488,0.9350572137936244,-1.1369603723458594,8.307844325678666
943,BaGePbO4,BaGePbO4_Va_O4,3.3755,-2.3497993528571435,2.177517978021965,2.340345299702852,4.448701000000151,0,335,BaGePbO4_Va_O4335,-2.0,-1.9437130201802355,-1.9437130201802355,0.9718565100901178,-1.1369603723458594,8.634800602167289
946,BaGePbO4,BaGePbO4_Va_O4,3.3755,-2.3497993528571435,2.177517978021965,2.340345299702852,2.408856036792394,1,335,BaGePbO4_Va_O4335,-2.0,-1.9437130201802355,-1.9437130201802355,0.9718565100901178,-1.1369603723458594,8.634800602167289
949,BaGePbO4,BaGePbO4_Va_O4,3.3755,-2.3497993528571435,2.177517978021965,2.340345299702852,0.2692090093905211,2,335,BaGePbO4_Va_O4335,-2.0,-1.9437130201802355,-1.9437130201802355,0.9718565100901178,-1.1369603723458594,8.634800602167289
952,BaLiBO3,BaLiBO3_Va_O1,4.3964,-2.9588598808333337,1.6729691364717565,2.577250853989843,6.947990259999992,0,191,BaLiBO3_Va_O1191,-2.0,-1.8640558897907955,-1.8640558897907955,0.932027944895398,-2.1905056483979153,11.215940926603842
955,BaLiBO3,BaLiBO3_Va_O1,4.3964,-2.9588598808333337,1.6729691364717565,2.577250853989843,4.331915393334127,1,191,BaLiBO3_Va_O1191,-2.0,-1.8640558897907955,-1.8640558897907955,0.932027944895398,-2.1905056483979153,11.215940926603842
958,BaLiBO3,BaLiBO3_Va_O1,4.3964,-2.9588598808333337,1.6729691364717565,2.577250853989843,2.1436312930232844,2,191,BaLiBO3_Va_O1191,-2.0,-1.8640558897907955,-1.8640558897907955,0.932027944895398,-2.1905056483979153,11.215940926603842
961,BaLiBO3,BaLiBO3_Va_O2,4.3964,-2.9588598808333337,1.4289886026329244,2.691006742313024,6.984487769999882,0,183,BaLiBO3_Va_O2183,-2.0,-1.3437663110121671,-1.6302364415996264,0.6718831555060836,-2.1905056483979153,5.677870941134509
964,BaLiBO3,BaLiBO3_Va_O2,4.3964,-2.9588598808333337,1.4289886026329244,2.691006742313024,4.298691217392023,1,183,BaLiBO3_Va_O2183,-2.0,-1.3437663110121671,-1.6302364415996264,0.6718831555060836,-2.1905056483979153,5.677870941134509
967,BaLiBO3,BaLiBO3_Va_O2,4.3964,-2.9588598808333337,1.4289886026329244,2.691006742313024,1.9913639615706047,2,183,BaLiBO3_Va_O2183,-2.0,-1.3437663110121671,-1.6302364415996264,0.6718831555060836,-2.1905056483979153,5.677870941134509
970,BaLiBO3,BaLiBO3_Va_O3,4.3964,-2.9588598808333337,1.53754901310518,2.646135996449018,6.970141599999929,0,159,BaLiBO3_Va_O3159,-2.0,-1.1981556096768489,-1.8187520836899311,0.5990778048384244,-2.1905056483979153,4.159746150575323
973,BaLiBO3,BaLiBO3_Va_O3,4.3964,-2.9588598808333337,1.53754901310518,2.646135996449018,4.328759830485708,1,159,BaLiBO3_Va_O3159,-2.0,-1.1981556096768489,-1.8187520836899311,0.5990778048384244,-2.1905056483979153,4.159746150575323
976,BaLiBO3,BaLiBO3_Va_O3,4.3964,-2.9588598808333337,1.53754901310518,2.646135996449018,2.1307086333403205,2,159,BaLiBO3_Va_O3159,-2.0,-1.1981556096768489,-1.8187520836899311,0.5990778048384244,-2.1905056483979153,4.159746150575323
979,BaNaBO3,BaNaBO3_Va_O1,3.7356000000000007,-2.8548703726197324,1.5407287761432102,2.509697461111415,6.944674160000327,0,359,BaNaBO3_Va_O1359,-2.0,-0.9656104696352924,-1.8743923847411577,0.4828052348176461,-2.158566424325179,2.6247623953430663
982,BaNaBO3,BaNaBO3_Va_O1,3.7356000000000007,-2.8548703726197324,1.5407287761432102,2.509697461111415,4.340122374728147,1,359,BaNaBO3_Va_O1359,-2.0,-0.9656104696352924,-1.8743923847411577,0.4828052348176461,-2.158566424325179,2.6247623953430663
985,BaNaBO3,BaNaBO3_Va_O1,3.7356000000000007,-2.8548703726197324,1.5407287761432102,2.509697461111415,2.1813674053306085,2,359,BaNaBO3_Va_O1359,-2.0,-0.9656104696352924,-1.8743923847411577,0.4828052348176461,-2.158566424325179,2.6247623953430663
988,BaNaBO3,BaNaBO3_Va_O2,3.7356000000000007,-2.8548703726197324,1.5373385911452355,2.5242918951106903,6.951785520000053,0,431,BaNaBO3_Va_O2431,-2.0,-0.9566746569380398,-1.8816477742198547,0.4783373284690199,-2.158566424325179,2.6004726989518954
991,BaNaBO3,BaNaBO3_Va_O2,3.7356000000000007,-2.8548703726197324,1.5373385911452355,2.5242918951106903,4.392622460565108,1,431,BaNaBO3_Va_O2431,-2.0,-0.9566746569380398,-1.8816477742198547,0.4783373284690199,-2.158566424325179,2.6004726989518954
994,BaNaBO3,BaNaBO3_Va_O2,3.7356000000000007,-2.8548703726197324,1.5373385911452355,2.5242918951106903,2.212281875780947,2,431,BaNaBO3_Va_O2431,-2.0,-0.9566746569380398,-1.8816477742198547,0.4783373284690199,-2.158566424325179,2.6004726989518954
997,BaO,BaO_Va_O1,1.8639,-2.8236447624999994,0.8900000000000002,1.0286716207655016,4.308322994983372,1,63,BaO_Va_O163,-2.0,-1.401546336000507,-1.401546336000507,0.7007731680002535,-2.8403280769497066,7.134330665289369
999,BaO,BaO_Va_O1,1.8639,-2.8236447624999994,0.8900000000000002,1.0286716207655016,2.9252624358033597,2,63,BaO_Va_O163,-2.0,-1.401546336000507,-1.401546336000507,0.7007731680002535,-2.8403280769497066,7.134330665289369
1001,BaSi3SnO9,BaSi3SnO9_Va_O1,3.8655,-3.09274423,2.471517089830876,2.5173667705719365,5.703134310000005,0,111,BaSi3SnO9_Va_O1111,-2.0,-2.2732242925296866,-2.2732242925296866,1.1366121462648433,-1.538575818365933,10.118363423235765
1004,BaSi3SnO9,BaSi3SnO9_Va_O1,3.8655,-3.09274423,2.471517089830876,2.5173667705719365,4.159174973429243,1,111,BaSi3SnO9_Va_O1111,-2.0,-2.2732242925296866,-2.2732242925296866,1.1366121462648433,-1.538575818365933,10.118363423235765
1007,BaSi3SnO9,BaSi3SnO9_Va_O1,3.8655,-3.09274423,2.471517089830876,2.5173667705719365,2.4494658833744745,2,111,BaSi3SnO9_Va_O1111,-2.0,-2.2732242925296866,-2.2732242925296866,1.1366121462648433,-1.538575818365933,10.118363423235765
1010,BaSi3SnO9,BaSi3SnO9_Va_O2,3.8655,-3.09274423,2.4936324870049154,3.489325961160364,6.241471110000029,0,103,BaSi3SnO9_Va_O2103,-2.0,-2.3397685917680096,-2.3397685917680096,1.1698842958840048,-1.538575818365933,11.272310839828451
1013,BaSi3SnO9,BaSi3SnO9_Va_O2,3.8655,-3.09274423,2.4936324870049154,3.489325961160364,4.414959353632467,1,103,BaSi3SnO9_Va_O2103,-2.0,-2.3397685917680096,-2.3397685917680096,1.1698842958840048,-1.538575818365933,11.272310839828451
1016,BaSi3SnO9,BaSi3SnO9_Va_O2,3.8655,-3.09274423,2.4936324870049154,3.489325961160364,0.6425928274605375,2,103,BaSi3SnO9_Va_O2103,-2.0,-2.3397685917680096,-2.3397685917680096,1.1698842958840048,-1.538575818365933,11.272310839828451
1019,BaSn(GeO3)3,BaSn(GeO3)3_Va_O1,2.7438,-2.351820577142858,2.541033501659523,2.7764566140128477,3.7935905299999697,0,63,BaSn(GeO3)3_Va_O163,-2.0,-1.9017836979771252,-1.9017836979771252,0.9508918489885626,-1.502819088333178,7.160822459874129
1022,BaSn(GeO3)3,BaSn(GeO3)3_Va_O1,2.7438,-2.351820577142858,2.541033501659523,2.7764566140128477,2.520852857949711,1,63,BaSn(GeO3)3_Va_O163,-2.0,-1.9017836979771252,-1.9017836979771252,0.9508918489885626,-1.502819088333178,7.160822459874129
1025,BaSn(GeO3)3,BaSn(GeO3)3_Va_O1,2.7438,-2.351820577142858,2.541033501659523,2.7764566140128477,-0.2668298693588125,2,63,BaSn(GeO3)3_Va_O163,-2.0,-1.9017836979771252,-1.9017836979771252,0.9508918489885626,-1.502819088333178,7.160822459874129
1028,BaSn(GeO3)3,BaSn(GeO3)3_Va_O2,2.7438,-2.351820577142858,2.502816582503572,2.1198972465106536,3.8982678500000336,0,111,BaSn(GeO3)3_Va_O2111,-2.0,-1.9982731626518977,-1.9982731626518977,0.9991365813259488,-1.502819088333178,7.843051109602692
1031,BaSn(GeO3)3,BaSn(GeO3)3_Va_O2,2.7438,-2.351820577142858,2.502816582503572,2.1198972465106536,2.201525889649581,1,111,BaSn(GeO3)3_Va_O2111,-2.0,-1.9982731626518977,-1.9982731626518977,0.9991365813259488,-1.502819088333178,7.843051109602692
1034,BaSn(GeO3)3,BaSn(GeO3)3_Va_O2,2.7438,-2.351820577142858,2.502816582503572,2.1198972465106536,0.085876632155299,2,111,BaSn(GeO3)3_Va_O2111,-2.0,-1.9982731626518977,-1.9982731626518977,0.9991365813259488,-1.502819088333178,7.843051109602692
1037,BaSnO3,BaSnO3_Va_O1,0.7016,-2.5874686660000004,2.0966666666666667,2.0251399631200595,0.9738611304427298,2,134,BaSnO3_Va_O1134,-2.0,-1.3993164764669066,-1.960714289084704,0.6996582382334533,-1.538575818365933,3.341195085985086
1038,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O1,4.8603,-3.37927034952381,2.065995745765302,1.8374745046862495,6.285001269999961,0,143,BaSr2Mg(SiO4)2_Va_O1143,-2.0,-1.76968719181775,-1.76968719181775,0.8848435959088751,-2.356834901289411,5.804849370427466
1041,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O1,4.8603,-3.37927034952381,2.065995745765302,1.8374745046862495,4.356045000496491,1,143,BaSr2Mg(SiO4)2_Va_O1143,-2.0,-1.76968719181775,-1.76968719181775,0.8848435959088751,-2.356834901289411,5.804849370427466
1044,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O1,4.8603,-3.37927034952381,2.065995745765302,1.8374745046862495,3.111027704224781,2,143,BaSr2Mg(SiO4)2_Va_O1143,-2.0,-1.76968719181775,-1.76968719181775,0.8848435959088751,-2.356834901289411,5.804849370427466
1047,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O2,4.8603,-3.37927034952381,1.807324916546479,2.42808934416281,6.743990400000152,0,251,BaSr2Mg(SiO4)2_Va_O2251,-2.0,-1.5147657418879945,-2.091324967437657,0.7573828709439971,-2.356834901289411,4.954718498206413
1050,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O2,4.8603,-3.37927034952381,1.807324916546479,2.42808934416281,4.259442927545114,1,251,BaSr2Mg(SiO4)2_Va_O2251,-2.0,-1.5147657418879945,-2.091324967437657,0.7573828709439971,-2.356834901289411,4.954718498206413
1053,BaSr2Mg(SiO4)2,BaSr2Mg(SiO4)2_Va_O2,4.8603,-3.37927034952381,1.807324916546479,2.42808934416281,1.0312752078511307,2,251,BaSr2Mg(SiO4)2_Va_O2251,-2.0,-1.5147657418879945,-2.091324967437657,0.7573828709439971,-2.356834901289411,4.954718498206413
1056,BeAl2O4,BeAl2O4_Va_O1,6.2674,-3.3529182539285713,2.0969475100120025,2.331450092422872,7.894412639999937,0,79,BeAl2O4_Va_O179,-2.0,-1.8128723360672443,-1.8128723360672443,0.906436168033622,-2.8945619964631555,10.012356225617808
1059,BeAl2O4,BeAl2O4_Va_O1,6.2674,-3.3529182539285713,2.0969475100120025,2.331450092422872,4.72137746438862,1,79,BeAl2O4_Va_O179,-2.0,-1.8128723360672443,-1.8128723360672443,0.906436168033622,-2.8945619964631555,10.012356225617808
1062,BeAl2O4,BeAl2O4_Va_O1,6.2674,-3.3529182539285713,2.0969475100120025,2.331450092422872,1.8391626278048343,2,79,BeAl2O4_Va_O179,-2.0,-1.8128723360672443,-1.8128723360672443,0.906436168033622,-2.8945619964631555,10.012356225617808
1065,BeAl2O4,BeAl2O4_Va_O2,6.2674,-3.3529182539285713,2.0443506054519656,2.945332819624798,7.755583929999952,0,95,BeAl2O4_Va_O295,-2.0,-2.1501023173102993,-2.1586255095715927,1.0750511586551497,-2.8945619964631555,11.874851799624205
1068,BeAl2O4,BeAl2O4_Va_O2,6.2674,-3.3529182539285713,2.0443506054519656,2.945332819624798,4.785233249283326,1,95,BeAl2O4_Va_O295,-2.0,-2.1501023173102993,-2.1586255095715927,1.0750511586551497,-2.8945619964631555,11.874851799624205
1071,BeAl2O4,BeAl2O4_Va_O2,6.2674,-3.3529182539285713,2.0443506054519656,2.945332819624798,2.4584492320133315,2,95,BeAl2O4_Va_O295,-2.0,-2.1501023173102993,-2.1586255095715927,1.0750511586551497,-2.8945619964631555,11.874851799624205
1074,BeAl2O4,BeAl2O4_Va_O3,6.2674,-3.3529182539285713,2.051983358903639,2.6570320590633525,7.785844819999975,0,111,BeAl2O4_Va_O3111,-2.0,-2.0151055963928943,-2.0151055963928943,1.0075527981964472,-2.8945619964631555,11.129275162911032
1077,BeAl2O4,BeAl2O4_Va_O3,6.2674,-3.3529182539285713,2.051983358903639,2.6570320590633525,4.640185896385134,1,111,BeAl2O4_Va_O3111,-2.0,-2.0151055963928943,-2.0151055963928943,1.0075527981964472,-2.8945619964631555,11.129275162911032
1080,BeAl2O4,BeAl2O4_Va_O3,6.2674,-3.3529182539285713,2.051983358903639,2.6570320590633525,1.8279539988484736,2,111,BeAl2O4_Va_O3111,-2.0,-2.0151055963928943,-2.0151055963928943,1.0075527981964472,-2.8945619964631555,11.129275162911032
1083,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,8.244733159999564,0,299,BeO_Va_O1299,-2.0,-1.736217580297389,-1.749700184742208,0.8681087901486945,-3.156179192239042,10.622166897546956
1086,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,5.194772300257529,1,299,BeO_Va_O1299,-2.0,-1.736217580297389,-1.749700184742208,0.8681087901486945,-3.156179192239042,10.622166897546956
1089,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,2.148476243436656,2,299,BeO_Va_O1299,-2.0,-1.736217580297389,-1.749700184742208,0.8681087901486945,-3.156179192239042,10.622166897546956
1092,BeTlAsO4,BeTlAsO4_Va_O1,3.4400000000000004,-2.04176959047619,2.323202994387384,3.280003496341653,3.4740233599999417,0,255,BeTlAsO4_Va_O1255,-2.0,-1.9503885609857523,-2.223412905427595,0.9751942804928762,-0.6589084382122885,5.758144741551641
1094,BeTlAsO4,BeTlAsO4_Va_O1,3.4400000000000004,-2.04176959047619,2.323202994387384,3.280003496341653,1.8082145850600428,1,255,BeTlAsO4_Va_O1255,-2.0,-1.9503885609857523,-2.223412905427595,0.9751942804928762,-0.6589084382122885,5.758144741551641
1096,BeTlAsO4,BeTlAsO4_Va_O2,3.4400000000000004,-2.04176959047619,2.317351757376583,3.217439530285585,3.442068610000101,0,319,BeTlAsO4_Va_O2319,-2.0,-1.9334432427056083,-2.0754870202160203,0.9667216213528042,-0.6589084382122885,5.708116968983382
1098,BeTlAsO4,BeTlAsO4_Va_O2,3.4400000000000004,-2.04176959047619,2.317351757376583,3.217439530285585,1.7579576992528338,1,319,BeTlAsO4_Va_O2319,-2.0,-1.9334432427056083,-2.0754870202160203,0.9667216213528042,-0.6589084382122885,5.708116968983382
1100,BeTlAsO4,BeTlAsO4_Va_O3,3.4400000000000004,-2.04176959047619,2.2085485528376574,3.2272401748113677,3.2884620500002573,0,383,BeTlAsO4_Va_O3383,-2.0,-1.9290963345266656,-2.0577268028743765,0.9645481672633328,-0.6589084382122885,5.695283563900276
1102,BeTlAsO4,BeTlAsO4_Va_O3,3.4400000000000004,-2.04176959047619,2.2085485528376574,3.2272401748113677,1.5287752053783266,1,383,BeTlAsO4_Va_O3383,-2.0,-1.9290963345266656,-2.0577268028743765,0.9645481672633328,-0.6589084382122885,5.695283563900276
1104,BeTlAsO4,BeTlAsO4_Va_O4,3.4400000000000004,-2.04176959047619,2.2941024483966763,3.319128878980706,3.6166734100000983,0,447,BeTlAsO4_Va_O4447,-2.0,-2.152430806664765,-2.152430806664765,1.0762154033323823,-0.6589084382122885,7.806625500556374
1106,BeTlAsO4,BeTlAsO4_Va_O4,3.4400000000000004,-2.04176959047619,2.2941024483966763,3.319128878980706,1.8663937028178477,1,447,BeTlAsO4_Va_O4447,-2.0,-2.152430806664765,-2.152430806664765,1.0762154033323823,-0.6589084382122885,7.806625500556374
1108,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,3.919661759999949,0,143,Bi2O3_Va_O1143,-2.0,-1.8787135919130449,-1.8787135919130449,0.9393567959565224,-0.9858147743813158,6.174097994926517
1111,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,1.5949257844881852,1,143,Bi2O3_Va_O1143,-2.0,-1.8787135919130449,-1.8787135919130449,0.9393567959565224,-0.9858147743813158,6.174097994926517
1114,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,-1.071147094963401,2,143,Bi2O3_Va_O1143,-2.0,-1.8787135919130449,-1.8787135919130449,0.9393567959565224,-0.9858147743813158,6.174097994926517
1117,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,4.028562429999861,0,191,Bi2O3_Va_O2191,-2.0,-1.9405944977877136,-1.940594497787714,0.9702972488938568,-0.9858147743813158,4.783094925697077
1120,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,1.608076709936071,1,191,Bi2O3_Va_O2191,-2.0,-1.9405944977877136,-1.940594497787714,0.9702972488938568,-0.9858147743813158,4.783094925697077
1123,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,-1.038908422779985,2,191,Bi2O3_Va_O2191,-2.0,-1.9405944977877136,-1.940594497787714,0.9702972488938568,-0.9858147743813158,4.783094925697077
1126,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,4.10182348999991,0,239,Bi2O3_Va_O3239,-2.0,-1.8711695147639664,-1.8711695147639664,0.9355847573819832,-0.9858147743813158,6.1493055668522265
1129,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,1.415810018089293,1,239,Bi2O3_Va_O3239,-2.0,-1.8711695147639664,-1.8711695147639664,0.9355847573819832,-0.9858147743813158,6.1493055668522265
1132,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,-1.3372063484430965,2,239,Bi2O3_Va_O3239,-2.0,-1.8711695147639664,-1.8711695147639664,0.9355847573819832,-0.9858147743813158,6.1493055668522265
1135,BiAsO4,BiAsO4_Va_O1,3.2501,-1.766119035,2.7975842130139705,2.621805659606698,2.5562146399999026,0,95,BiAsO4_Va_O195,-2.0,-2.100831495657193,-2.100831495657193,1.0504157478285965,-0.6589084382122885,6.441107174479487
1138,BiAsO4,BiAsO4_Va_O1,3.2501,-1.766119035,2.7975842130139705,2.621805659606698,0.8867770684533058,1,95,BiAsO4_Va_O195,-2.0,-2.100831495657193,-2.100831495657193,1.0504157478285965,-0.6589084382122885,6.441107174479487
1141,BiAsO4,BiAsO4_Va_O1,3.2501,-1.766119035,2.7975842130139705,2.621805659606698,-1.833638296065276,2,95,BiAsO4_Va_O195,-2.0,-2.100831495657193,-2.100831495657193,1.0504157478285965,-0.6589084382122885,6.441107174479487
1144,BiAsO4,BiAsO4_Va_O2,3.2501,-1.766119035,2.758464278013782,2.928444901237197,2.9909063799999647,0,127,BiAsO4_Va_O2127,-2.0,-2.1727060886700102,-2.195473208202726,1.0863530443350051,-0.6589084382122885,6.661473233192268
1147,BiAsO4,BiAsO4_Va_O2,3.2501,-1.766119035,2.758464278013782,2.928444901237197,0.8451534616799814,1,127,BiAsO4_Va_O2127,-2.0,-2.1727060886700102,-2.195473208202726,1.0863530443350051,-0.6589084382122885,6.661473233192268
1150,BiAsO4,BiAsO4_Va_O2,3.2501,-1.766119035,2.758464278013782,2.928444901237197,-2.334013098036246,2,127,BiAsO4_Va_O2127,-2.0,-2.1727060886700102,-2.195473208202726,1.0863530443350051,-0.6589084382122885,6.661473233192268
1153,BiAsO4,BiAsO4_Va_O3,3.2501,-1.766119035,2.758574603219192,2.592039016935125,2.5543790999999008,0,159,BiAsO4_Va_O3159,-2.0,-1.50423347256845,-1.981976286263325,0.752116736284225,-0.6589084382122885,2.140235752253999
1156,BiAsO4,BiAsO4_Va_O3,3.2501,-1.766119035,2.758574603219192,2.592039016935125,1.1131645793835527,1,159,BiAsO4_Va_O3159,-2.0,-1.50423347256845,-1.981976286263325,0.752116736284225,-0.6589084382122885,2.140235752253999
1159,BiAsO4,BiAsO4_Va_O3,3.2501,-1.766119035,2.758574603219192,2.592039016935125,-0.4600513502746,2,159,BiAsO4_Va_O3159,-2.0,-1.50423347256845,-1.981976286263325,0.752116736284225,-0.6589084382122885,2.140235752253999
1162,BiAsO4,BiAsO4_Va_O4,3.2501,-1.766119035,2.7653769057530555,2.781303980765942,2.8915669399999704,0,191,BiAsO4_Va_O4191,-2.0,-1.4315930378970498,-2.1271245299449117,0.7157965189485249,-0.6589084382122885,2.0368823445695234
1165,BiAsO4,BiAsO4_Va_O4,3.2501,-1.766119035,2.7653769057530555,2.781303980765942,1.1000413250547656,1,191,BiAsO4_Va_O4191,-2.0,-1.4315930378970498,-2.1271245299449117,0.7157965189485249,-0.6589084382122885,2.0368823445695234
1168,BiAsO4,BiAsO4_Va_O4,3.2501,-1.766119035,2.7653769057530555,2.781303980765942,-1.8870026133493496,2,191,BiAsO4_Va_O4191,-2.0,-1.4315930378970498,-2.1271245299449117,0.7157965189485249,-0.6589084382122885,2.0368823445695234
1171,BiBO3,BiBO3_Va_O1,2.9598,-2.2904667498333326,2.454892262595023,3.678526623688129,5.768036939999897,0,287,BiBO3_Va_O1287,-2.0,-1.923950891349528,-1.923950891349528,0.961975445674764,-0.9858147743813158,8.391144692602982
1174,BiBO3,BiBO3_Va_O1,2.9598,-2.2904667498333326,2.454892262595023,3.678526623688129,2.948158175069363,1,287,BiBO3_Va_O1287,-2.0,-1.923950891349528,-1.923950891349528,0.961975445674764,-0.9858147743813158,8.391144692602982
1177,BiBO3,BiBO3_Va_O1,2.9598,-2.2904667498333326,2.454892262595023,3.678526623688129,-1.711880954804211,2,287,BiBO3_Va_O1287,-2.0,-1.923950891349528,-1.923950891349528,0.961975445674764,-0.9858147743813158,8.391144692602982
1180,BiBO3,BiBO3_Va_O2,2.9598,-2.2904667498333326,2.5504895340269664,3.646173626502017,5.499073700000176,0,383,BiBO3_Va_O2383,-2.0,-0.994356375717997,-2.03021119486774,0.4971781878589985,-0.9858147743813158,2.7029007085434653
1183,BiBO3,BiBO3_Va_O2,2.9598,-2.2904667498333326,2.5504895340269664,3.646173626502017,2.862203398530907,1,383,BiBO3_Va_O2383,-2.0,-0.994356375717997,-2.03021119486774,0.4971781878589985,-0.9858147743813158,2.7029007085434653
1186,BiBO3,BiBO3_Va_O2,2.9598,-2.2904667498333326,2.5504895340269664,3.646173626502017,-0.3661063692983313,2,383,BiBO3_Va_O2383,-2.0,-0.994356375717997,-2.03021119486774,0.4971781878589985,-0.9858147743813158,2.7029007085434653
1189,BiBO3,BiBO3_Va_O3,2.9598,-2.2904667498333326,2.5259785030950317,3.6372535860496025,5.759585010000032,0,479,BiBO3_Va_O3479,-2.0,-1.0002247457059854,-1.931292413680256,0.5001123728529927,-0.9858147743813158,2.7188523550415087
1192,BiBO3,BiBO3_Va_O3,2.9598,-2.2904667498333326,2.5259785030950317,3.6372535860496025,3.046727094582966,1,479,BiBO3_Va_O3479,-2.0,-1.0002247457059854,-1.931292413680256,0.5001123728529927,-0.9858147743813158,2.7188523550415087
1195,BiBO3,BiBO3_Va_O3,2.9598,-2.2904667498333326,2.5259785030950317,3.6372535860496025,-0.4171236329752266,2,479,BiBO3_Va_O3479,-2.0,-1.0002247457059854,-1.931292413680256,0.5001123728529927,-0.9858147743813158,2.7188523550415087
1211,BiSbO4,BiSbO4_Va_O1,2.7211999999999996,-1.8414490133333337,2.7621815566760333,2.536388998142183,3.840255669999928,0,63,BiSbO4_Va_O163,-2.0,-2.460450301836782,-2.460450301836782,1.230225150918391,-0.5208045461292565,7.0100404833839365
1214,BiSbO4,BiSbO4_Va_O1,2.7211999999999996,-1.8414490133333337,2.7621815566760333,2.536388998142183,1.546733356992118,1,63,BiSbO4_Va_O163,-2.0,-2.460450301836782,-2.460450301836782,1.230225150918391,-0.5208045461292565,7.0100404833839365
1217,BiSbO4,BiSbO4_Va_O1,2.7211999999999996,-1.8414490133333337,2.7621815566760333,2.536388998142183,-1.004647163372259,2,63,BiSbO4_Va_O163,-2.0,-2.460450301836782,-2.460450301836782,1.230225150918391,-0.5208045461292565,7.0100404833839365
